#twotheta, yobs, ycal, bkg, diff
2.960000e+001,1.012000e+003,9.960007e+002,9.648028e+002,1.599935e+001
2.962000e+001,1.075000e+003,9.961281e+002,9.650633e+002,7.887191e+001
2.964000e+001,1.054000e+003,9.962573e+002,9.653237e+002,5.774267e+001
2.966000e+001,1.121000e+003,9.963884e+002,9.655839e+002,1.246116e+002
2.968000e+001,1.089000e+003,9.965212e+002,9.658441e+002,9.247880e+001
2.970000e+001,1.061000e+003,9.966558e+002,9.661042e+002,6.434418e+001
2.972000e+001,1.140000e+003,9.967922e+002,9.663641e+002,1.432078e+002
2.974000e+001,1.091000e+003,9.969305e+002,9.666240e+002,9.406954e+001
2.976000e+001,1.119000e+003,9.970705e+002,9.668837e+002,1.219295e+002
2.978000e+001,1.110000e+003,9.972123e+002,9.671433e+002,1.127877e+002
2.980000e+001,1.056000e+003,9.973559e+002,9.674029e+002,5.864407e+001
2.982000e+001,1.090000e+003,9.975014e+002,9.676623e+002,9.249863e+001
2.984000e+001,1.059000e+003,9.976486e+002,9.679216e+002,6.135138e+001
2.986000e+001,1.111000e+003,9.977977e+002,9.681808e+002,1.132023e+002
2.988000e+001,1.045000e+003,9.979486e+002,9.684399e+002,4.705143e+001
2.990000e+001,1.087000e+003,9.981013e+002,9.686989e+002,8.889871e+001
2.992000e+001,1.064000e+003,9.982558e+002,9.689578e+002,6.574416e+001
2.994000e+001,1.092000e+003,9.984122e+002,9.692165e+002,9.358776e+001
2.996000e+001,1.108000e+003,9.985705e+002,9.694752e+002,1.094295e+002
2.998000e+001,1.071000e+003,9.987306e+002,9.697337e+002,7.226939e+001
3.000000e+001,1.003000e+003,9.988926e+002,9.699922e+002,4.107409e+000
3.002000e+001,1.054000e+003,9.990565e+002,9.702505e+002,5.494354e+001
3.004000e+001,9.610000e+002,9.992222e+002,9.705088e+002,-3.822222e+001
3.006000e+001,9.910000e+002,9.993899e+002,9.707669e+002,-8.389883e+000
3.008000e+001,1.049000e+003,9.995595e+002,9.710249e+002,4.944053e+001
3.010000e+001,1.021000e+003,9.997310e+002,9.712828e+002,2.126901e+001
3.012000e+001,1.058000e+003,9.999045e+002,9.715407e+002,5.809554e+001
3.014000e+001,1.072000e+003,1.000080e+003,9.717984e+002,7.192011e+001
3.016000e+001,1.092000e+003,1.000257e+003,9.720560e+002,9.174269e+001
3.018000e+001,1.043000e+003,1.000437e+003,9.723134e+002,4.256327e+001
3.020000e+001,1.047000e+003,1.000618e+003,9.725708e+002,4.638183e+001
3.022000e+001,1.092000e+003,1.000802e+003,9.728281e+002,9.119835e+001
3.024000e+001,1.083000e+003,1.000987e+003,9.730853e+002,8.201281e+001
3.026000e+001,1.067000e+003,1.001175e+003,9.733423e+002,6.582517e+001
3.028000e+001,1.038000e+003,1.001365e+003,9.735993e+002,3.663543e+001
3.030000e+001,1.073000e+003,1.001556e+003,9.738561e+002,7.144355e+001
3.032000e+001,1.048000e+003,1.001750e+003,9.741128e+002,4.624951e+001
3.034000e+001,1.064000e+003,1.001947e+003,9.743695e+002,6.205327e+001
3.036000e+001,1.098000e+003,1.002145e+003,9.746260e+002,9.585481e+001
3.038000e+001,1.050000e+003,1.002346e+003,9.748824e+002,4.765410e+001
3.040000e+001,1.037000e+003,1.002549e+003,9.751387e+002,3.445110e+001
3.042000e+001,1.027000e+003,1.002754e+003,9.753949e+002,2.424577e+001
3.044000e+001,1.023000e+003,1.002962e+003,9.756510e+002,2.003808e+001
3.046000e+001,9.930000e+002,1.003172e+003,9.759070e+002,-1.017200e+001
3.048000e+001,1.023000e+003,1.003385e+003,9.761629e+002,1.961547e+001
3.050000e+001,1.086000e+003,1.003600e+003,9.764186e+002,8.240047e+001
3.052000e+001,1.069000e+003,1.003817e+003,9.766743e+002,6.518293e+001
3.054000e+001,1.038000e+003,1.004037e+003,9.769298e+002,3.396282e+001
3.056000e+001,1.027000e+003,1.004260e+003,9.771853e+002,2.274009e+001
3.058000e+001,1.079000e+003,1.004485e+003,9.774406e+002,7.451468e+001
3.060000e+001,1.028000e+003,1.004713e+003,9.776959e+002,2.328655e+001
3.062000e+001,1.041000e+003,1.004944e+003,9.779510e+002,3.605562e+001
3.064000e+001,1.018000e+003,1.005178e+003,9.782060e+002,1.282185e+001
3.066000e+001,1.049000e+003,1.005415e+003,9.784609e+002,4.358517e+001
3.068000e+001,1.078000e+003,1.005654e+003,9.787157e+002,7.234552e+001
3.070000e+001,1.024000e+003,1.005897e+003,9.789704e+002,1.810282e+001
3.072000e+001,1.067000e+003,1.006143e+003,9.792250e+002,6.085701e+001
3.074000e+001,1.079000e+003,1.006392e+003,9.794795e+002,7.260800e+001
3.076000e+001,1.062000e+003,1.006644e+003,9.797339e+002,5.535573e+001
3.078000e+001,1.027000e+003,1.006900e+003,9.799881e+002,2.010010e+001
3.080000e+001,1.009000e+003,1.007159e+003,9.802423e+002,1.841028e+000
3.082000e+001,1.034000e+003,1.007422e+003,9.804963e+002,2.657842e+001
3.084000e+001,1.082000e+003,1.007688e+003,9.807503e+002,7.431219e+001
3.086000e+001,1.036000e+003,1.007958e+003,9.810041e+002,2.804223e+001
3.088000e+001,9.880000e+002,1.008232e+003,9.812579e+002,-2.023157e+001
3.090000e+001,1.063000e+003,1.008509e+003,9.815115e+002,5.449069e+001
3.092000e+001,1.051000e+003,1.008791e+003,9.817650e+002,4.220888e+001
3.094000e+001,1.006000e+003,1.009077e+003,9.820184e+002,-3.077117e+000
3.096000e+001,1.053000e+003,1.009367e+003,9.822717e+002,4.363257e+001
3.098000e+001,1.028000e+003,1.009662e+003,9.825249e+002,1.833781e+001
3.100000e+001,9.790000e+002,1.009962e+003,9.827780e+002,-3.096154e+001
3.102000e+001,1.050000e+003,1.010266e+003,9.830310e+002,3.973437e+001
3.104000e+001,1.052000e+003,1.010575e+003,9.832838e+002,4.142538e+001
3.106000e+001,9.930000e+002,1.010889e+003,9.835366e+002,-1.788868e+001
3.108000e+001,1.047000e+003,1.011208e+003,9.837893e+002,3.579202e+001
3.110000e+001,1.058000e+003,1.011533e+003,9.840418e+002,4.646731e+001
3.112000e+001,1.102000e+003,1.011863e+003,9.842943e+002,9.013697e+001
3.114000e+001,1.014000e+003,1.012199e+003,9.845466e+002,1.800825e+000
3.116000e+001,1.030000e+003,1.012541e+003,9.847988e+002,1.745864e+001
3.118000e+001,9.680000e+002,1.012890e+003,9.850509e+002,-4.488980e+001
3.120000e+001,1.024000e+003,1.013245e+003,9.853030e+002,1.075526e+001
3.122000e+001,1.041000e+003,1.013606e+003,9.855549e+002,2.739358e+001
3.124000e+001,1.037000e+003,1.013975e+003,9.858067e+002,2.302487e+001
3.126000e+001,1.067000e+003,1.014351e+003,9.860584e+002,5.264888e+001
3.128000e+001,1.012000e+003,1.014735e+003,9.863099e+002,-2.734711e+000
3.130000e+001,1.022000e+003,1.015126e+003,9.865614e+002,6.873794e+000
3.132000e+001,1.018000e+003,1.015526e+003,9.868128e+002,2.474061e+000
3.134000e+001,1.004000e+003,1.015934e+003,9.870641e+002,-1.193426e+001
3.136000e+001,9.920000e+002,1.016352e+003,9.873152e+002,-2.435155e+001
3.138000e+001,1.114000e+003,1.016778e+003,9.875663e+002,9.722181e+001
3.140000e+001,9.820000e+002,1.017215e+003,9.878172e+002,-3.521460e+001
3.142000e+001,1.036000e+003,1.017661e+003,9.880680e+002,1.833876e+001
3.144000e+001,1.006000e+003,1.018119e+003,9.883188e+002,-1.211856e+001
3.146000e+001,1.065000e+003,1.018587e+003,9.885694e+002,4.641292e+001
3.148000e+001,1.002000e+003,1.019067e+003,9.888199e+002,-1.706733e+001
3.150000e+001,9.940000e+002,1.019560e+003,9.890703e+002,-2.555986e+001
3.152000e+001,1.018000e+003,1.020065e+003,9.893206e+002,-2.065291e+000
3.154000e+001,1.070000e+003,1.020584e+003,9.895708e+002,4.941574e+001
3.156000e+001,1.030000e+003,1.021117e+003,9.898209e+002,8.882548e+000
3.158000e+001,1.053000e+003,1.021666e+003,9.900709e+002,3.133440e+001
3.160000e+001,1.155000e+003,1.022229e+003,9.903207e+002,1.327705e+002
3.162000e+001,9.980000e+002,1.022810e+003,9.905705e+002,-2.480995e+001
3.164000e+001,1.067000e+003,1.023408e+003,9.908201e+002,4.359213e+001
3.166000e+001,1.094000e+003,1.024024e+003,9.910697e+002,6.997578e+001
3.168000e+001,1.041000e+003,1.024660e+003,9.913191e+002,1.633998e+001
3.170000e+001,1.023000e+003,1.025316e+003,9.915685e+002,-2.316374e+000
3.172000e+001,1.043000e+003,1.025994e+003,9.918177e+002,1.700554e+001
3.174000e+001,1.062000e+003,1.026696e+003,9.920668e+002,3.530446e+001
3.176000e+001,1.081000e+003,1.027421e+003,9.923158e+002,5.357901e+001
3.178000e+001,1.013000e+003,1.028172e+003,9.925647e+002,-1.517228e+001
3.180000e+001,1.054000e+003,1.028951e+003,9.928135e+002,2.504901e+001
3.182000e+001,1.101000e+003,1.029759e+003,9.930622e+002,7.124116e+001
3.184000e+001,1.027000e+003,1.030598e+003,9.933108e+002,-3.597670e+000
3.186000e+001,1.049000e+003,1.031469e+003,9.935593e+002,1.753051e+001
3.188000e+001,1.079000e+003,1.032376e+003,9.938076e+002,4.662353e+001
3.190000e+001,1.092000e+003,1.033321e+003,9.940559e+002,5.867905e+001
3.192000e+001,1.089000e+003,1.034305e+003,9.943040e+002,5.469451e+001
3.194000e+001,1.114000e+003,1.035333e+003,9.945521e+002,7.866714e+001
3.196000e+001,1.066000e+003,1.036406e+003,9.948000e+002,2.959391e+001
3.198000e+001,1.028000e+003,1.037528e+003,9.950478e+002,-9.528471e+000
3.200000e+001,1.055000e+003,1.038704e+003,9.952956e+002,1.629640e+001
3.202000e+001,1.066000e+003,1.039935e+003,9.955432e+002,2.606458e+001
3.204000e+001,1.142000e+003,1.041228e+003,9.957907e+002,1.007718e+002
3.206000e+001,1.082000e+003,1.042587e+003,9.960381e+002,3.941322e+001
3.208000e+001,1.055000e+003,1.044016e+003,9.962854e+002,1.098375e+001
3.210000e+001,1.128000e+003,1.045522e+003,9.965326e+002,8.247763e+001
3.212000e+001,1.078000e+003,1.047111e+003,9.967797e+002,3.088853e+001
3.214000e+001,1.081000e+003,1.048791e+003,9.970266e+002,3.220950e+001
3.216000e+001,1.046000e+003,1.050567e+003,9.972735e+002,-4.567211e+000
3.218000e+001,1.136000e+003,1.052450e+003,9.975203e+002,8.354984e+001
3.220000e+001,1.088000e+003,1.054449e+003,9.977669e+002,3.355111e+001
3.222000e+001,1.044000e+003,1.056574e+003,9.980134e+002,-1.257402e+001
3.224000e+001,1.092000e+003,1.058837e+003,9.982599e+002,3.316260e+001
3.226000e+001,1.032000e+003,1.061252e+003,9.985062e+002,-2.925233e+001
3.228000e+001,1.049000e+003,1.063834e+003,9.987524e+002,-1.483371e+001
3.230000e+001,1.101000e+003,1.066598e+003,9.989985e+002,3.440169e+001
3.232000e+001,1.066000e+003,1.069565e+003,9.992445e+002,-3.565054e+000
3.234000e+001,1.100000e+003,1.072755e+003,9.994904e+002,2.724464e+001
3.236000e+001,1.081000e+003,1.076194e+003,9.997362e+002,4.806461e+000
3.238000e+001,1.081000e+003,1.079907e+003,9.999819e+002,1.092748e+000
3.240000e+001,1.057000e+003,1.083928e+003,1.000228e+003,-2.692812e+001
3.242000e+001,1.137000e+003,1.088292e+003,1.000473e+003,4.870756e+001
3.244000e+001,1.170000e+003,1.093042e+003,1.000718e+003,7.695792e+001
3.246000e+001,1.055000e+003,1.098226e+003,1.000964e+003,-4.322569e+001
3.248000e+001,1.101000e+003,1.103900e+003,1.001209e+003,-2.900440e+000
3.250000e+001,1.137000e+003,1.110135e+003,1.001454e+003,2.686537e+001
3.252000e+001,1.071000e+003,1.117012e+003,1.001699e+003,-4.601189e+001
3.254000e+001,1.082000e+003,1.124638e+003,1.001944e+003,-4.263826e+001
3.256000e+001,1.096000e+003,1.133154e+003,1.002188e+003,-3.715437e+001
3.258000e+001,1.124000e+003,1.142756e+003,1.002433e+003,-1.875632e+001
3.260000e+001,1.133000e+003,1.153731e+003,1.002677e+003,-2.073060e+001
3.262000e+001,1.162000e+003,1.166511e+003,1.002922e+003,-4.511033e+000
3.264000e+001,1.224000e+003,1.181767e+003,1.003166e+003,4.223263e+001
3.266000e+001,1.218000e+003,1.200537e+003,1.003410e+003,1.746342e+001
3.268000e+001,1.279000e+003,1.224406e+003,1.003654e+003,5.459399e+001
3.270000e+001,1.263000e+003,1.255751e+003,1.003898e+003,7.248907e+000
3.272000e+001,1.343000e+003,1.298017e+003,1.004142e+003,4.498284e+001
3.274000e+001,1.360000e+003,1.356014e+003,1.004386e+003,3.986352e+000
3.276000e+001,1.484000e+003,1.436161e+003,1.004630e+003,4.783859e+001
3.278000e+001,1.597000e+003,1.546605e+003,1.004873e+003,5.039507e+001
3.280000e+001,1.821000e+003,1.697079e+003,1.005117e+003,1.239205e+002
3.282000e+001,1.941000e+003,1.898422e+003,1.005360e+003,4.257845e+001
3.284000e+001,2.157000e+003,2.161639e+003,1.005603e+003,-4.639495e+000
3.286000e+001,2.443000e+003,2.496526e+003,1.005846e+003,-5.352596e+001
3.288000e+001,2.898000e+003,2.909885e+003,1.006089e+003,-1.188498e+001
3.290000e+001,3.405000e+003,3.403540e+003,1.006332e+003,1.459631e+000
3.292000e+001,3.984000e+003,3.972349e+003,1.006575e+003,1.165064e+001
3.294000e+001,4.625000e+003,4.602435e+003,1.006818e+003,2.256506e+001
3.296000e+001,5.272000e+003,5.269799e+003,1.007060e+003,2.200695e+000
3.298000e+001,5.901000e+003,5.939552e+003,1.007303e+003,-3.855231e+001
3.300000e+001,6.702000e+003,6.566490e+003,1.007545e+003,1.355104e+002
3.302000e+001,7.138000e+003,7.098702e+003,1.007787e+003,3.929755e+001
3.304000e+001,7.502000e+003,7.485978e+003,1.008029e+003,1.602219e+001
3.306000e+001,7.706000e+003,7.660289e+003,1.008271e+003,4.571143e+001
3.308000e+001,7.431000e+003,7.529962e+003,1.008513e+003,-9.896238e+001
3.310000e+001,7.159000e+003,7.148274e+003,1.008755e+003,1.072559e+001
3.312000e+001,6.662000e+003,6.596911e+003,1.008997e+003,6.508878e+001
3.314000e+001,6.040000e+003,5.943721e+003,1.009238e+003,9.627898e+001
3.316000e+001,5.282000e+003,5.207062e+003,1.009480e+003,7.493825e+001
3.318000e+001,4.385000e+003,4.450044e+003,1.009721e+003,-6.504360e+001
3.320000e+001,3.741000e+003,3.737343e+003,1.009963e+003,3.656882e+000
3.322000e+001,3.074000e+003,3.112001e+003,1.010204e+003,-3.800094e+001
3.324000e+001,2.619000e+003,2.593995e+003,1.010445e+003,2.500502e+001
3.326000e+001,2.222000e+003,2.185537e+003,1.010686e+003,3.646263e+001
3.328000e+001,1.857000e+003,1.877233e+003,1.010927e+003,-2.023330e+001
3.330000e+001,1.707000e+003,1.653328e+003,1.011167e+003,5.367153e+001
3.332000e+001,1.534000e+003,1.495843e+003,1.011408e+003,3.815683e+001
3.334000e+001,1.434000e+003,1.387552e+003,1.011649e+003,4.644849e+001
3.336000e+001,1.369000e+003,1.313782e+003,1.011889e+003,5.521777e+001
3.338000e+001,1.305000e+003,1.263154e+003,1.012129e+003,4.184597e+001
3.340000e+001,1.317000e+003,1.227511e+003,1.012370e+003,8.948854e+001
3.342000e+001,1.190000e+003,1.201397e+003,1.012610e+003,-1.139714e+001
3.344000e+001,1.212000e+003,1.181361e+003,1.012850e+003,3.063878e+001
3.346000e+001,1.138000e+003,1.165313e+003,1.013090e+003,-2.731307e+001
3.348000e+001,1.141000e+003,1.152013e+003,1.013329e+003,-1.101283e+001
3.350000e+001,1.132000e+003,1.140721e+003,1.013569e+003,-8.720740e+000
3.352000e+001,1.139000e+003,1.130979e+003,1.013809e+003,8.021491e+000
3.354000e+001,1.135000e+003,1.122484e+003,1.014048e+003,1.251644e+001
3.356000e+001,1.157000e+003,1.115021e+003,1.014287e+003,4.197885e+001
3.358000e+001,1.072000e+003,1.108429e+003,1.014527e+003,-3.642892e+001
3.360000e+001,1.133000e+003,1.102579e+003,1.014766e+003,3.042140e+001
3.362000e+001,1.105000e+003,1.097366e+003,1.015005e+003,7.634141e+000
3.364000e+001,1.129000e+003,1.092704e+003,1.015244e+003,3.629554e+001
3.366000e+001,1.082000e+003,1.088522e+003,1.015483e+003,-6.522336e+000
3.368000e+001,1.081000e+003,1.084759e+003,1.015721e+003,-3.758795e+000
3.370000e+001,1.079000e+003,1.081362e+003,1.015960e+003,-2.362426e+000
3.372000e+001,1.084000e+003,1.078289e+003,1.016198e+003,5.710565e+000
3.374000e+001,1.074000e+003,1.075502e+003,1.016437e+003,-1.502345e+000
3.376000e+001,1.100000e+003,1.072969e+003,1.016675e+003,2.703107e+001
3.378000e+001,1.052000e+003,1.070661e+003,1.016913e+003,-1.866136e+001
3.380000e+001,1.105000e+003,1.068556e+003,1.017151e+003,3.644449e+001
3.382000e+001,1.088000e+003,1.066630e+003,1.017389e+003,2.136961e+001
3.384000e+001,1.089000e+003,1.064868e+003,1.017627e+003,2.413235e+001
3.386000e+001,1.040000e+003,1.063251e+003,1.017865e+003,-2.325122e+001
3.388000e+001,1.114000e+003,1.061767e+003,1.018103e+003,5.223306e+001
3.390000e+001,1.083000e+003,1.060402e+003,1.018340e+003,2.259766e+001
3.392000e+001,1.034000e+003,1.059146e+003,1.018577e+003,-2.514638e+001
3.394000e+001,1.022000e+003,1.057989e+003,1.018815e+003,-3.598926e+001
3.396000e+001,1.077000e+003,1.056922e+003,1.019052e+003,2.007774e+001
3.398000e+001,1.043000e+003,1.055938e+003,1.019289e+003,-1.293760e+001
3.400000e+001,1.070000e+003,1.055028e+003,1.019526e+003,1.497168e+001
3.402000e+001,1.013000e+003,1.054188e+003,1.019763e+003,-4.118817e+001
3.404000e+001,1.062000e+003,1.053412e+003,1.020000e+003,8.588447e+000
3.406000e+001,1.050000e+003,1.052693e+003,1.020236e+003,-2.693409e+000
3.408000e+001,1.062000e+003,1.052029e+003,1.020473e+003,9.970820e+000
3.410000e+001,1.017000e+003,1.051415e+003,1.020709e+003,-3.441474e+001
3.412000e+001,1.028000e+003,1.050846e+003,1.020946e+003,-2.284636e+001
3.414000e+001,1.051000e+003,1.050321e+003,1.021182e+003,6.793621e-001
3.416000e+001,1.100000e+003,1.049834e+003,1.021418e+003,5.016551e+001
3.418000e+001,1.096000e+003,1.049385e+003,1.021654e+003,4.661490e+001
3.420000e+001,1.005000e+003,1.048970e+003,1.021890e+003,-4.396991e+001
3.422000e+001,1.021000e+003,1.048587e+003,1.022126e+003,-2.758656e+001
3.424000e+001,1.062000e+003,1.048233e+003,1.022362e+003,1.376709e+001
3.426000e+001,1.039000e+003,1.047907e+003,1.022597e+003,-8.906994e+000
3.428000e+001,1.055000e+003,1.047607e+003,1.022833e+003,7.393008e+000
3.430000e+001,1.054000e+003,1.047331e+003,1.023068e+003,6.668757e+000
3.432000e+001,1.066000e+003,1.047078e+003,1.023303e+003,1.892178e+001
3.434000e+001,1.045000e+003,1.046846e+003,1.023539e+003,-1.846495e+000
3.436000e+001,1.034000e+003,1.046635e+003,1.023774e+003,-1.263478e+001
3.438000e+001,1.054000e+003,1.046442e+003,1.024009e+003,7.558149e+000
3.440000e+001,1.053000e+003,1.046267e+003,1.024243e+003,6.733395e+000
3.442000e+001,1.076000e+003,1.046108e+003,1.024478e+003,2.989200e+001
3.444000e+001,1.073000e+003,1.045965e+003,1.024713e+003,2.703492e+001
3.446000e+001,1.025000e+003,1.045837e+003,1.024947e+003,-2.083695e+001
3.448000e+001,1.058000e+003,1.045723e+003,1.025182e+003,1.227722e+001
3.450000e+001,1.026000e+003,1.045622e+003,1.025416e+003,-1.962179e+001
3.452000e+001,1.054000e+003,1.045533e+003,1.025650e+003,8.466721e+000
3.454000e+001,1.130000e+003,1.045457e+003,1.025884e+003,8.454344e+001
3.456000e+001,1.038000e+003,1.045391e+003,1.026118e+003,-7.391019e+000
3.458000e+001,1.042000e+003,1.045336e+003,1.026352e+003,-3.336061e+000
3.460000e+001,1.079000e+003,1.045291e+003,1.026586e+003,3.370886e+001
3.462000e+001,1.135000e+003,1.045256e+003,1.026820e+003,8.974425e+001
3.464000e+001,1.047000e+003,1.045229e+003,1.027053e+003,1.770597e+000
3.466000e+001,9.860000e+002,1.045212e+003,1.027287e+003,-5.921165e+001
3.468000e+001,1.043000e+003,1.045202e+003,1.027520e+003,-2.202076e+000
3.470000e+001,1.076000e+003,1.045200e+003,1.027753e+003,3.079972e+001
3.472000e+001,1.092000e+003,1.045206e+003,1.027986e+003,4.679412e+001
3.474000e+001,1.083000e+003,1.045219e+003,1.028219e+003,3.778146e+001
3.476000e+001,1.069000e+003,1.045272e+003,1.028452e+003,2.372840e+001
3.478000e+001,1.068000e+003,1.045298e+003,1.028685e+003,2.270239e+001
3.480000e+001,1.035000e+003,1.045330e+003,1.028918e+003,-1.032975e+001
3.482000e+001,1.078000e+003,1.045368e+003,1.029151e+003,3.263227e+001
3.484000e+001,1.089000e+003,1.045411e+003,1.029383e+003,4.358871e+001
3.486000e+001,1.049000e+003,1.045477e+003,1.029615e+003,3.523107e+000
3.488000e+001,1.034000e+003,1.045531e+003,1.029848e+003,-1.153100e+001
3.490000e+001,1.089000e+003,1.045590e+003,1.030080e+003,4.341000e+001
3.492000e+001,1.029000e+003,1.045654e+003,1.030312e+003,-1.665366e+001
3.494000e+001,1.072000e+003,1.045722e+003,1.030544e+003,2.627820e+001
3.496000e+001,1.066000e+003,1.045794e+003,1.030776e+003,2.020577e+001
3.498000e+001,1.047000e+003,1.045871e+003,1.031007e+003,1.129229e+000
3.500000e+001,1.032000e+003,1.045951e+003,1.031239e+003,-1.395125e+001
3.502000e+001,1.068000e+003,1.046036e+003,1.031471e+003,2.196449e+001
3.504000e+001,1.024000e+003,1.046123e+003,1.031702e+003,-2.212341e+001
3.506000e+001,1.043000e+003,1.046215e+003,1.031933e+003,-3.214785e+000
3.508000e+001,1.062000e+003,1.046310e+003,1.032165e+003,1.569049e+001
3.510000e+001,1.085000e+003,1.046407e+003,1.032396e+003,3.859255e+001
3.512000e+001,1.104000e+003,1.046508e+003,1.032627e+003,5.749151e+001
3.514000e+001,1.102000e+003,1.046612e+003,1.032857e+003,5.538750e+001
3.516000e+001,1.036000e+003,1.046719e+003,1.033088e+003,-1.071937e+001
3.518000e+001,1.062000e+003,1.046829e+003,1.033319e+003,1.517100e+001
3.520000e+001,1.108000e+003,1.046941e+003,1.033549e+003,6.105873e+001
3.522000e+001,1.040000e+003,1.047056e+003,1.033780e+003,-7.056106e+000
3.524000e+001,1.001000e+003,1.047173e+003,1.034010e+003,-4.617340e+001
3.526000e+001,1.053000e+003,1.047293e+003,1.034240e+003,5.706938e+000
3.528000e+001,1.011000e+003,1.047415e+003,1.034471e+003,-3.641501e+001
3.530000e+001,1.057000e+003,1.047539e+003,1.034701e+003,9.460833e+000
3.532000e+001,1.090000e+003,1.047665e+003,1.034931e+003,4.233455e+001
3.534000e+001,1.050000e+003,1.047794e+003,1.035160e+003,2.206216e+000
3.536000e+001,1.036000e+003,1.047924e+003,1.035390e+003,-1.192410e+001
3.538000e+001,1.026000e+003,1.048056e+003,1.035620e+003,-2.205633e+001
3.540000e+001,1.014000e+003,1.048190e+003,1.035849e+003,-3.419041e+001
3.542000e+001,1.071000e+003,1.048326e+003,1.036079e+003,2.267373e+001
3.544000e+001,1.085000e+003,1.048464e+003,1.036308e+003,3.653614e+001
3.546000e+001,1.072000e+003,1.048603e+003,1.036537e+003,2.339688e+001
3.548000e+001,1.084000e+003,1.048744e+003,1.036766e+003,3.525601e+001
3.550000e+001,1.038000e+003,1.048886e+003,1.036995e+003,-1.088642e+001
3.552000e+001,1.047000e+003,1.049030e+003,1.037224e+003,-2.030358e+000
3.554000e+001,1.027000e+003,1.049176e+003,1.037453e+003,-2.217576e+001
3.556000e+001,9.770000e+002,1.049323e+003,1.037681e+003,-7.232257e+001
3.558000e+001,1.022000e+003,1.049471e+003,1.037910e+003,-2.747076e+001
3.560000e+001,1.084000e+003,1.049620e+003,1.038138e+003,3.437973e+001
3.562000e+001,1.021000e+003,1.049771e+003,1.038366e+003,-2.877106e+001
3.564000e+001,1.045000e+003,1.049923e+003,1.038595e+003,-4.923102e+000
3.566000e+001,1.021000e+003,1.050076e+003,1.038823e+003,-2.907635e+001
3.568000e+001,1.048000e+003,1.050231e+003,1.039051e+003,-2.230761e+000
3.570000e+001,1.058000e+003,1.050386e+003,1.039279e+003,7.613692e+000
3.572000e+001,1.101000e+003,1.050543e+003,1.039506e+003,5.045704e+001
3.574000e+001,1.111000e+003,1.050701e+003,1.039734e+003,6.029933e+001
3.576000e+001,1.062000e+003,1.050859e+003,1.039962e+003,1.114058e+001
3.578000e+001,1.048000e+003,1.051019e+003,1.040189e+003,-3.019167e+000
3.580000e+001,1.041000e+003,1.051180e+003,1.040416e+003,-1.017989e+001
3.582000e+001,1.077000e+003,1.051342e+003,1.040644e+003,2.565844e+001
3.584000e+001,1.116000e+003,1.051504e+003,1.040871e+003,6.449584e+001
3.586000e+001,1.040000e+003,1.051668e+003,1.041098e+003,-1.166764e+001
3.588000e+001,1.048000e+003,1.051832e+003,1.041325e+003,-3.831985e+000
3.590000e+001,1.018000e+003,1.051997e+003,1.041551e+003,-3.399718e+001
3.592000e+001,1.076000e+003,1.052163e+003,1.041778e+003,2.383682e+001
3.594000e+001,1.058000e+003,1.052330e+003,1.042005e+003,5.670014e+000
3.596000e+001,1.063000e+003,1.052498e+003,1.042231e+003,1.050244e+001
3.598000e+001,1.064000e+003,1.052666e+003,1.042458e+003,1.133411e+001
3.600000e+001,1.083000e+003,1.052835e+003,1.042684e+003,3.016506e+001
3.602000e+001,1.023000e+003,1.053005e+003,1.042910e+003,-3.000471e+001
3.604000e+001,1.074000e+003,1.053175e+003,1.043136e+003,2.082483e+001
3.606000e+001,1.062000e+003,1.053346e+003,1.043362e+003,8.653700e+000
3.608000e+001,1.024000e+003,1.053518e+003,1.043588e+003,-2.951808e+001
3.610000e+001,1.090000e+003,1.053691e+003,1.043814e+003,3.630949e+001
3.612000e+001,1.056000e+003,1.053864e+003,1.044039e+003,2.136455e+000
3.614000e+001,1.102000e+003,1.054037e+003,1.044265e+003,4.796281e+001
3.616000e+001,1.086000e+003,1.054211e+003,1.044490e+003,3.178858e+001
3.618000e+001,1.078000e+003,1.054386e+003,1.044715e+003,2.361378e+001
3.620000e+001,1.012000e+003,1.054562e+003,1.044941e+003,-4.256158e+001
3.622000e+001,1.054000e+003,1.054737e+003,1.045166e+003,-7.374806e-001
3.624000e+001,1.078000e+003,1.054914e+003,1.045391e+003,2.308609e+001
3.626000e+001,1.073000e+003,1.055091e+003,1.045616e+003,1.790915e+001
3.628000e+001,1.059000e+003,1.055268e+003,1.045840e+003,3.731701e+000
3.630000e+001,1.120000e+003,1.055446e+003,1.046065e+003,6.455377e+001
3.632000e+001,1.075000e+003,1.055625e+003,1.046289e+003,1.937536e+001
3.634000e+001,1.032000e+003,1.055804e+003,1.046514e+003,-2.380352e+001
3.636000e+001,1.072000e+003,1.055983e+003,1.046738e+003,1.601715e+001
3.638000e+001,1.072000e+003,1.056163e+003,1.046962e+003,1.583738e+001
3.640000e+001,1.070000e+003,1.056343e+003,1.047187e+003,1.365718e+001
3.642000e+001,1.112000e+003,1.056523e+003,1.047411e+003,5.547657e+001
3.644000e+001,1.055000e+003,1.056704e+003,1.047635e+003,-1.704464e+000
3.646000e+001,1.076000e+003,1.056886e+003,1.047858e+003,1.911411e+001
3.648000e+001,1.050000e+003,1.057068e+003,1.048082e+003,-7.067710e+000
3.650000e+001,1.081000e+003,1.057250e+003,1.048306e+003,2.375009e+001
